cliCod;FisJur;age;tasaeol;tasaius;debaut;score
396250;PF;60   ;[>15 años];NULL;N;7.5
396292;PJ;ND   ;[>15 años];NULL;N;10.0
396295;PF;38   ;[14 años];NULL;N;11.5
396297;PF;38   ;[>15 años];NULL;S;10.0
396321;PF;58   ;[>15 años];NULL;S;12.5
396335;PF;43   ;[>15 años];NULL;N;3.8
396353;PF;41   ;[>15 años];NULL;N;8.5
396358;PJ;ND   ;[>15 años];NULL;N;6.8
396377;PF;>=64 ;[>15 años];NULL;N;7.0
396425;PF;56   ;[>15 años];[10 años];N;8.8
396487;PJ;ND   ;[>15 años];NULL;N;7.0
396497;PF;53   ;[>15 años];NULL;S;11.7
396530;PF;48   ;[>15 años];NULL;N;6.5
396542;PF;37   ;[>15 años];NULL;S;13.0
396555;PF;39   ;[>15 años];NULL;N;8.5
396599;PF;45   ;[>15 años];NULL;N;10.5
396602;PJ;ND   ;[>15 años];NULL;N;8.0
396627;PF;54   ;[14 años];NULL;S;12.0
396639;PF;58   ;[>15 años];NULL;N;10.0
396694;PF;>=64 ;[>15 años];NULL;S;10.5
396698;PJ;ND   ;[>15 años];NULL;N;6.0
396705;PF;48   ;[>15 años];NULL;S;13.5
396708;PF;48   ;[>15 años];NULL;N;10.5
396710;PF;49   ;[>15 años];NULL;S;12.5
396717;PF;>=64 ;[>15 años];NULL;N;10.5
396857;PF;42   ;[>15 años];NULL;N;9.0
396869;PF;61   ;[>15 años];NULL;N;9.5
396870;PF;45   ;[>15 años];NULL;N;7.0
396881;PJ;ND   ;[>15 años];NULL;N;7.8
396979;PF;55   ;[>15 años];NULL;N;12.0
397000;PF;58   ;[>15 años];NULL;N;7.5
397003;PF;47   ;[>15 años];[3 años];S;9.8
397005;PJ;ND   ;[>15 años];NULL;N;9.0
397024;PF;50   ;[>15 años];NULL;N;6.8
397069;PF;>=64 ;[>15 años];NULL;N;9.5
397095;PF;40   ;[>15 años];NULL;N;10.0
397108;PF;48   ;[>15 años];NULL;N;9.0
397143;PF;36   ;[>15 años];NULL;N;9.7
397153;PF;>=64 ;[>15 años];NULL;S;10.0
397160;PJ;ND   ;[>15 años];NULL;N;7.5
397170;PJ;ND   ;[>15 años];NULL;N;6.8
397179;PF;>=64 ;[>15 años];NULL;S;9.0
397197;PF;49   ;[>15 años];NULL;N;7.0
397292;PJ;ND   ;[>15 años];NULL;N;10.0
397318;PF;60   ;[>15 años];NULL;N;8.0
397334;PF;55   ;[>15 años];NULL;N;7.5
397344;PF;54   ;[>15 años];NULL;S;11.5
397371;PF;39   ;[>15 años];NULL;S;10.0
397404;PJ;ND   ;[>15 años];NULL;N;6.8
397407;PF;40   ;[>15 años];NULL;S;9.0
397421;PF;56   ;[>15 años];NULL;S;12.5
397426;PJ;ND   ;[>15 años];NULL;N;10.5
397432;PF;43   ;[>15 años];NULL;N;6.5
397438;PF;49   ;[8 años];NULL;N;8.5
397455;PJ;ND   ;[>15 años];NULL;N;8.5
397462;PF;40   ;[>15 años];NULL;N;11.0
397470;PF;61   ;[>15 años];NULL;S;8.5
397476;PJ;ND   ;[>15 años];NULL;N;8.0
397478;PJ;ND   ;[>15 años];NULL;N;6.0
397488;PF;41   ;[>15 años];NULL;N;7.5
397495;PF;43   ;[>15 años];NULL;N;7.0
397505;PF;50   ;[>15 años];NULL;N;6.0
397541;PF;57   ;[>15 años];NULL;S;11.0
397654;PF;39   ;[>15 años];NULL;N;8.5
397669;PJ;ND   ;[>15 años];NULL;N;8.8
397675;PF;>=64 ;[>15 años];NULL;N;7.5
397680;PJ;ND   ;[>15 años];NULL;N;8.3
397694;PJ;ND   ;NULL;NULL;NULL;8.0
397696;PJ;ND   ;[>15 años];NULL;N;8.0
397710;PF;50   ;[>15 años];NULL;N;6.0
397717;PF;47   ;[>15 años];NULL;S;9.0
397734;PF;49   ;[>15 años];NULL;S;16.8
397744;PF;>=64 ;[>15 años];NULL;N;13.0
397756;PF;>=64 ;[>15 años];NULL;N;9.3
397774;PF;42   ;[>15 años];NULL;S;11.5
397781;PF;43   ;[>15 años];NULL;N;8.0
397789;PF;>=64 ;[>15 años];NULL;S;8.0
397791;PF;41   ;[>15 años];NULL;S;9.0
397797;PJ;ND   ;[>15 años];NULL;N;7.0
397822;PF;>=64 ;[15 años];NULL;S;12.8
397836;PF;48   ;[>15 años];NULL;N;9.0
397848;PF;56   ;NULL;NULL;NULL;12.3
397877;PJ;ND   ;[>15 años];NULL;N;11.3
397878;PF;>=64 ;[>15 años];NULL;S;7.0
397881;PF;>=64 ;[>15 años];NULL;N;8.5
397895;PF;48   ;[>15 años];NULL;N;8.5
397896;PF;49   ;[>15 años];NULL;N;9.0
397899;PJ;ND   ;[>15 años];NULL;N;7.3
397928;PF;49   ;[>15 años];NULL;S;8.0
397946;PF;49   ;NULL;NULL;NULL;12.0
397957;PJ;ND   ;[>15 años];NULL;N;8.0
397982;PF;43   ;[>15 años];NULL;N;8.0
398005;PF;59   ;[>15 años];NULL;N;10.5
398016;PJ;ND   ;[>15 años];NULL;N;8.0
398018;PJ;ND   ;[>15 años];NULL;N;8.8
398019;PJ;ND   ;[>15 años];NULL;N;5.0
398035;PF;60   ;[>15 años];NULL;S;11.5
398049;PJ;ND   ;[>15 años];NULL;S;8.5
398100;PJ;ND   ;[>15 años];NULL;S;9.5
398122;PF;50   ;[>15 años];NULL;N;9.5
398130;PF;>=64 ;[>15 años];NULL;N;9.5
398152;PF;38   ;[>15 años];NULL;N;7.0
398159;PF;43   ;[>15 años];NULL;S;10.5
398169;PJ;ND   ;[>15 años];NULL;N;8.0
398175;PJ;ND   ;[>15 años];NULL;N;6.0
398183;PF;56   ;[>15 años];NULL;N;12.0
398194;PF;44   ;[>15 años];NULL;S;7.0
398203;PJ;ND   ;[>15 años];NULL;N;8.0
398206;PF;36   ;[>15 años];NULL;N;10.5
398213;PJ;ND   ;[>15 años];NULL;N;6.5
398228;PJ;ND   ;[>15 años];NULL;N;6.8
398231;PF;>=64 ;[>15 años];NULL;S;10.0
398235;PJ;ND   ;[>15 años];NULL;N;6.5
398272;PJ;ND   ;[>15 años];NULL;N;6.5
398293;PJ;ND   ;[>15 años];NULL;N;8.5
398306;PF;53   ;[>15 años];NULL;N;10.0
398309;PJ;ND   ;[>15 años];NULL;N;6.0
398322;PF;56   ;[>15 años];NULL;N;9.3
398341;PF;37   ;[>15 años];NULL;N;14.0
398344;PF;38   ;[>15 años];NULL;N;11.0
398347;PJ;ND   ;[>15 años];NULL;N;8.5
398365;PJ;ND   ;[>15 años];NULL;N;8.0
398389;PF;57   ;[>15 años];NULL;S;15.1
398419;PF;>=64 ;[>15 años];NULL;S;10.8
398426;PF;49   ;[13 años];NULL;N;6.0
398430;PF;54   ;[>15 años];NULL;S;10.0
398456;PJ;ND   ;[>15 años];NULL;S;11.0
398467;PF;38   ;[>15 años];NULL;N;10.0
398479;PF;49   ;[>15 años];NULL;N;7.0
398490;PF;42   ;[>15 años];NULL;N;6.3
398497;PF;43   ;[>15 años];NULL;N;11.5
398528;PJ;ND   ;[>15 años];[7 años];N;7.3
398569;PJ;ND   ;[>15 años];NULL;N;5.5
398573;PF;34   ;[>15 años];NULL;N;14.5
398582;PJ;ND   ;[>15 años];NULL;N;8.8
398590;PF;>=64 ;[>15 años];NULL;N;11.0
398596;PF;60   ;[>15 años];[4 años];S;18.2
398604;PF;45   ;[>15 años];NULL;S;10.5
398617;PF;>=64 ;[>15 años];NULL;N;11.2
398774;PJ;ND   ;[>15 años];NULL;N;7.7
398786;PJ;ND   ;[>15 años];NULL;N;8.5
398791;PJ;ND   ;[>15 años];NULL;N;9.5
398793;PJ;ND   ;[>15 años];NULL;N;8.0
398802;PJ;ND   ;[>15 años];NULL;N;5.8
398804;PJ;ND   ;[>15 años];NULL;N;9.5
398818;PJ;ND   ;[>15 años];NULL;N;8.5
398835;PF;37   ;[>15 años];NULL;N;11.5
398837;PF;43   ;[>15 años];NULL;S;7.8
398839;PF;36   ;[>15 años];NULL;N;8.0
398849;PJ;ND   ;[>15 años];NULL;N;8.0
398957;PF;42   ;[>15 años];NULL;N;8.5
398962;PF;37   ;[>15 años];NULL;N;9.7
399072;PJ;ND   ;[>15 años];NULL;N;10.5
399175;PJ;ND   ;[>15 años];NULL;N;6.7
399180;PF;38   ;[>15 años];NULL;S;13.5
399194;ND;ND   ;[>15 años];NULL;N;8.0
399209;PF;>=64 ;[>15 años];NULL;N;9.0
399218;PF;42   ;[>15 años];NULL;N;7.0
399230;PJ;ND   ;[>15 años];NULL;N;9.5
399233;PJ;ND   ;[>15 años];NULL;N;10.5
399234;PJ;ND   ;[>15 años];NULL;N;10.5
399235;PF;39   ;[>15 años];NULL;N;12.5
399240;PF;50   ;[>15 años];NULL;S;10.0
399246;PF;>=64 ;[>15 años];NULL;S;10.0
399248;PF;>=64 ;[>15 años];NULL;N;9.5
399258;PF;42   ;[>15 años];NULL;S;11.5
399274;PJ;ND   ;[>15 años];NULL;N;6.0
399281;PJ;ND   ;[>15 años];NULL;N;5.5
399313;PF;55   ;[>15 años];NULL;N;9.0
399337;PJ;ND   ;[>15 años];NULL;N;8.0
399338;PF;58   ;[>15 años];NULL;N;8.5
399343;PF;48   ;[>15 años];NULL;S;7.0
399423;PJ;ND   ;[>15 años];NULL;N;9.0
399432;PF;49   ;[>15 años];NULL;N;8.5
399436;PJ;ND   ;[12 años];NULL;S;9.0
399438;PF;49   ;[>15 años];NULL;S;10.5
399447;PF;49   ;[>15 años];NULL;N;7.0
399466;PJ;ND   ;[>15 años];NULL;N;10.0
399487;PJ;ND   ;[>15 años];NULL;N;6.0
399489;PF;43   ;[>15 años];[8 años];N;7.9
399502;PF;41   ;[>15 años];NULL;N;9.5
399527;PF;>=64 ;[>15 años];NULL;N;8.5
399529;PF;42   ;[>15 años];NULL;N;7.5
399545;PF;53   ;[>15 años];NULL;N;7.3
399588;PF;59   ;[>15 años];NULL;N;8.5
399591;PJ;ND   ;[>15 años];NULL;N;11.5
399603;PF;50   ;[>15 años];NULL;N;8.0
399626;PF;45   ;[>15 años];NULL;N;7.0
399635;PJ;ND   ;[>15 años];NULL;N;8.5
399639;PF;47   ;[>15 años];NULL;N;11.5
399644;PF;57   ;[>15 años];NULL;S;9.5
399646;PF;36   ;[>15 años];NULL;S;12.5
399650;PF;49   ;[>15 años];NULL;N;11.0
399677;PF;>=64 ;[>15 años];NULL;N;8.0
399686;PF;58   ;[>15 años];NULL;S;8.0
399693;PJ;ND   ;[>15 años];NULL;N;7.5
399702;SC;ND   ;[>15 años];NULL;N;10.0
399715;PF;36   ;[>15 años];NULL;N;10.0
399724;PF;48   ;[>15 años];NULL;S;12.9
399737;PF;39   ;[>15 años];NULL;N;11.5
399744;PF;49   ;[>15 años];NULL;S;10.5
399747;PF;38   ;[>15 años];NULL;N;11.0
399760;PF;56   ;[>15 años];NULL;N;9.0
399762;PF;40   ;[>15 años];NULL;N;10.0
399769;PF;60   ;[>15 años];NULL;S;9.0
399777;PF;61   ;[>15 años];NULL;S;9.5
399778;PF;44   ;[>15 años];NULL;S;12.5
399779;PF;>=64 ;[>15 años];NULL;S;13.5
399783;PJ;ND   ;[>15 años];NULL;N;8.3
399793;PF;55   ;[>15 años];NULL;N;8.5
399822;PF;>=64 ;[>15 años];NULL;N;9.0
399824;PF;49   ;[>15 años];NULL;N;7.5
399832;PF;38   ;[>15 años];NULL;N;10.0
399870;PF;>=64 ;[>15 años];NULL;S;11.8
399883;PF;52   ;[>15 años];NULL;N;10.3
399893;PF;50   ;[>15 años];NULL;N;7.1
399909;PF;38   ;[>15 años];NULL;N;11.0
399926;PJ;ND   ;[>15 años];NULL;N;5.8
399946;PJ;ND   ;[>15 años];NULL;N;8.8
399951;PF;45   ;[>15 años];NULL;N;7.0
399960;PF;42   ;[>15 años];NULL;N;8.8
399961;PF;48   ;[>15 años];NULL;N;7.0
399972;PF;54   ;[>15 años];NULL;S;10.5
399975;PJ;ND   ;[>15 años];NULL;N;10.5
399979;PJ;ND   ;[>15 años];NULL;N;8.0
399996;PF;37   ;NULL;NULL;NULL;12.0
400012;PF;45   ;[4 años];NULL;N;11.0
400042;PF;>=64 ;[>15 años];NULL;S;9.5
400077;PF;38   ;[>15 años];NULL;S;8.5
400095;PF;47   ;[>15 años];NULL;S;9.5
400108;PJ;ND   ;[>15 años];NULL;N;9.0
400110;PF;41   ;[>15 años];NULL;S;8.5
400112;PJ;ND   ;[>15 años];NULL;N;9.0
400114;ND;ND   ;[>15 años];NULL;N;4.5
400116;PF;39   ;[>15 años];NULL;N;12.0
400117;PJ;ND   ;[>15 años];NULL;N;8.5
400144;PF;58   ;[>15 años];NULL;N;11.8
400207;PF;47   ;[>15 años];NULL;N;9.0
400224;PF;58   ;[>15 años];NULL;N;9.7
400230;PJ;ND   ;[>15 años];NULL;N;6.5
400241;PF;47   ;[>15 años];NULL;N;9.5
400253;PF;37   ;[>15 años];NULL;N;11.0
400259;PF;49   ;[>15 años];NULL;N;9.5
400307;PF;42   ;[>15 años];NULL;N;9.5
400380;PF;36   ;[>15 años];NULL;N;10.0
400398;PF;40   ;[>15 años];NULL;S;9.5
400403;PF;60   ;[>15 años];NULL;N;9.0
400410;PF;38   ;[>15 años];NULL;N;8.0
400411;PF;60   ;[>15 años];NULL;S;12.0
400415;PF;54   ;[>15 años];NULL;N;8.5
400469;PF;47   ;[>15 años];NULL;N;10.3
400474;PF;57   ;[>15 años];NULL;S;13.0
400477;PF;58   ;[>15 años];NULL;N;10.0
400493;PF;42   ;[>15 años];NULL;N;9.5
400507;PJ;ND   ;[>15 años];NULL;N;2.3
400533;PF;>=64 ;[>15 años];NULL;N;7.0
400549;PF;59   ;[>15 años];NULL;S;8.5
400554;PF;>=64 ;[>15 años];NULL;S;10.0
400558;PF;>=64 ;[>15 años];NULL;S;9.0
400583;PJ;ND   ;[>15 años];NULL;N;8.5
400589;PF;47   ;[>15 años];NULL;N;7.0
400598;PF;42   ;[>15 años];NULL;S;8.5
400610;PJ;ND   ;[>15 años];NULL;N;9.0
400612;PF;43   ;[>15 años];NULL;N;6.7
400640;PF;60   ;[>15 años];NULL;N;8.5
400655;PJ;ND   ;[>15 años];NULL;S;6.5
400686;PF;49   ;[>15 años];NULL;N;7.0
400689;PJ;ND   ;[>15 años];NULL;N;7.5
400692;PF;41   ;[>15 años];NULL;S;10.5
400701;PJ;ND   ;[>15 años];NULL;N;8.6
400708;PF;35   ;[>15 años];NULL;S;11.0
400731;PJ;ND   ;[>15 años];NULL;N;8.0
400735;PF;37   ;[>15 años];NULL;S;14.5
400763;PF;61   ;[>15 años];NULL;N;11.0
400765;PF;36   ;[>15 años];NULL;N;11.0
400782;PF;47   ;[>15 años];NULL;N;9.0
400816;PF;39   ;[>15 años];NULL;S;12.5
400819;PF;56   ;[>15 años];NULL;N;8.3
400825;PF;56   ;[>15 años];NULL;S;10.5
400831;PJ;ND   ;[>15 años];NULL;N;6.0
400852;PJ;ND   ;[>15 años];NULL;N;11.5
400862;PF;35   ;[>15 años];NULL;N;10.5
400871;PF;47   ;[>15 años];NULL;S;8.0
400880;PF;48   ;[>15 años];NULL;N;7.0
400920;PJ;ND   ;[>15 años];NULL;N;6.0
400922;PF;40   ;[>15 años];NULL;S;13.3
400926;PF;38   ;[>15 años];NULL;S;10.5
400933;PF;54   ;[>15 años];NULL;N;9.3
400965;PF;35   ;[>15 años];NULL;S;12.5
400969;PJ;ND   ;[>15 años];NULL;N;8.5
400970;PF;48   ;[>15 años];NULL;S;12.0
401011;PF;40   ;[>15 años];NULL;S;13.5
401022;PF;49   ;[>15 años];NULL;S;8.8
401054;PF;>=64 ;[>15 años];NULL;N;9.5
401055;PF;38   ;[>15 años];NULL;N;12.5
401066;PF;54   ;[>15 años];NULL;N;7.0
401099;PF;44   ;[>15 años];NULL;S;12.0
401125;PF;52   ;[>15 años];NULL;S;11.0
401135;PF;47   ;[>15 años];NULL;N;7.8
401144;PF;56   ;[>15 años];NULL;S;11.0
401152;PF;41   ;[>15 años];NULL;S;8.5
401166;PF;58   ;[>15 años];NULL;S;9.5
401168;PF;38   ;[>15 años];NULL;N;10.5
401198;PF;53   ;[>15 años];NULL;N;7.5
401217;PF;35   ;[>15 años];NULL;S;12.8
401218;PF;60   ;[>15 años];NULL;N;8.0
401226;PJ;ND   ;[>15 años];NULL;N;10.0
401263;PF;60   ;[>15 años];NULL;N;9.5
401291;PF;>=64 ;[>15 años];NULL;S;11.0
401301;PF;55   ;[>15 años];NULL;N;7.8
401307;PF;37   ;[>15 años];NULL;S;11.5
401361;PJ;ND   ;[>15 años];NULL;S;7.0
401375;PF;45   ;[>15 años];NULL;S;10.0
401379;PF;>=64 ;[>15 años];NULL;S;13.0
401409;PF;54   ;[>15 años];NULL;N;8.7
401446;PF;53   ;[>15 años];NULL;S;13.7
401466;PF;43   ;[>15 años];NULL;S;13.0
401480;PF;43   ;[>15 años];NULL;N;9.0
401490;PF;42   ;[>15 años];NULL;N;8.5
401513;PJ;ND   ;[>15 años];NULL;N;6.0
401540;PF;40   ;[>15 años];NULL;S;15.5
401559;PF;40   ;[>15 años];NULL;N;11.0
401588;ND;ND   ;[>15 años];NULL;S;12.0
401614;PJ;ND   ;[>15 años];[2 años];N;6.5
401651;PF;55   ;[>15 años];NULL;N;9.5
401681;PF;57   ;[>15 años];NULL;N;11.0
401737;PJ;ND   ;[>15 años];NULL;N;6.8
401739;PF;>=64 ;[>15 años];NULL;N;7.5
401768;PF;53   ;[>15 años];NULL;N;8.0
401794;PF;49   ;[>15 años];NULL;N;7.7
401797;PF;42   ;[>15 años];NULL;S;10.0
401798;PJ;ND   ;[>15 años];NULL;S;7.0
401812;PJ;ND   ;[>15 años];NULL;N;11.8
401816;PF;37   ;[>15 años];NULL;N;12.5
401818;PF;47   ;[>15 años];NULL;N;6.0
401854;PF;35   ;[>15 años];NULL;N;11.0
401860;PJ;ND   ;[>15 años];NULL;N;7.5
401865;PF;49   ;[>15 años];NULL;N;7.0
401877;PF;>=64 ;[>15 años];NULL;S;10.0
401878;PJ;ND   ;[>15 años];NULL;N;9.3
401879;PF;42   ;[>15 años];NULL;S;11.5
401881;PJ;ND   ;[>15 años];NULL;S;9.5
401918;PF;43   ;[>15 años];NULL;N;7.0
401922;PJ;ND   ;[>15 años];NULL;N;7.5
401924;PJ;ND   ;[>15 años];NULL;N;9.0
401944;PF;41   ;[>15 años];NULL;S;10.0
401969;PF;60   ;[15 años];NULL;N;7.8
401997;PF;35   ;[15 años];NULL;S;14.3
402014;PF;54   ;[15 años];NULL;N;10.0
402021;SC;ND   ;[15 años];NULL;N;8.5
402051;PJ;ND   ;[15 años];NULL;N;7.0
402069;PF;>=64 ;[15 años];NULL;S;11.5
402070;PF;59   ;[15 años];NULL;S;16.5
402100;PF;49   ;[15 años];NULL;S;8.5
402101;PF;56   ;[15 años];NULL;N;8.0
402108;PF;38   ;[15 años];NULL;S;12.0
402180;PJ;ND   ;[15 años];NULL;N;6.5
402181;PJ;ND   ;[15 años];NULL;N;8.0
402267;PJ;ND   ;[15 años];NULL;N;10.0
402323;PF;>=64 ;[15 años];NULL;N;6.5
402324;PF;40   ;[15 años];NULL;S;12.0
402493;PF;43   ;[15 años];NULL;S;13.0
402529;PF;>=64 ;[15 años];NULL;N;9.0
402561;PF;37   ;[15 años];NULL;N;12.0
402567;PF;35   ;[15 años];NULL;N;10.0
402572;PF;49   ;[15 años];NULL;N;9.5
402591;PJ;ND   ;[15 años];NULL;N;7.5
402601;PJ;ND   ;[15 años];NULL;N;7.5
402623;PF;40   ;[15 años];NULL;S;9.0
402630;PF;39   ;[15 años];NULL;N;9.5
402670;PF;42   ;[15 años];NULL;N;9.0
402721;PF;38   ;[15 años];NULL;N;9.5
402736;PJ;ND   ;[15 años];NULL;N;6.9
402751;PF;55   ;[15 años];NULL;N;9.5
402759;PF;39   ;[15 años];NULL;S;12.0
402764;PF;53   ;[15 años];NULL;N;12.5
402787;PF;50   ;[15 años];[10 años];S;11.0
402799;PF;38   ;[15 años];NULL;S;14.0
402805;PF;60   ;[15 años];NULL;N;8.8
402835;PF;59   ;[15 años];NULL;S;8.0
402850;PF;49   ;[15 años];NULL;S;8.0
402866;PF;37   ;[15 años];NULL;N;14.5
402874;PF;49   ;[15 años];NULL;N;8.0
402878;PJ;ND   ;NULL;NULL;NULL;6.5
402885;PF;38   ;[15 años];NULL;N;10.0
402892;PF;37   ;[15 años];NULL;N;11.5
402920;PJ;ND   ;[15 años];NULL;N;6.5
402922;PF;>=64 ;[15 años];NULL;N;6.0
402923;PF;39   ;[15 años];NULL;S;21.0
402954;SC;ND   ;[15 años];NULL;N;7.5
402956;PF;34   ;[15 años];NULL;N;10.3
402961;PF;38   ;[15 años];NULL;S;10.0
402974;PF;38   ;[15 años];NULL;N;9.0
403134;PF;59   ;[15 años];NULL;N;14.5
403156;PJ;ND   ;[15 años];NULL;S;7.0
403158;PF;39   ;[15 años];NULL;N;14.0
403186;PF;39   ;[15 años];NULL;S;9.5
403220;PJ;ND   ;[15 años];NULL;S;9.0
403252;PF;35   ;[15 años];NULL;S;13.0
403273;PF;39   ;[15 años];NULL;N;8.0
403302;PF;38   ;[15 años];NULL;S;14.5
403312;PJ;ND   ;[15 años];NULL;N;7.8
403340;PF;37   ;[15 años];NULL;N;10.0
403341;PF;38   ;[15 años];NULL;S;12.0
403364;PF;53   ;[15 años];NULL;S;9.0
403366;PJ;ND   ;[15 años];NULL;N;8.5
403379;PJ;ND   ;[15 años];NULL;S;8.0
403386;PF;42   ;[15 años];NULL;N;7.8
403396;PJ;ND   ;[15 años];NULL;N;8.8
403405;PJ;ND   ;[15 años];NULL;N;8.0
403411;PF;43   ;[15 años];NULL;N;11.0
403518;PF;40   ;[15 años];NULL;N;8.5
403520;PF;41   ;[15 años];NULL;S;10.0
403542;PF;>=64 ;[15 años];NULL;S;8.0
403560;PF;59   ;[12 años];NULL;S;9.0
403563;PF;42   ;[15 años];NULL;S;16.3
403565;PF;36   ;[15 años];NULL;S;18.2
403609;PF;43   ;[15 años];NULL;S;7.5
403618;PF;43   ;[15 años];NULL;N;7.0
403648;PJ;ND   ;[1 año];NULL;N;8.5
403681;PF;53   ;[15 años];NULL;S;10.0
403684;PF;>=64 ;[15 años];NULL;S;10.0
403687;PJ;ND   ;[15 años];NULL;N;6.8
403688;PF;47   ;[15 años];NULL;S;8.0
403694;PJ;ND   ;[15 años];NULL;N;7.0
403705;PF;58   ;[15 años];NULL;N;10.5
403735;PF;58   ;[14 años];NULL;S;11.0
403742;PJ;ND   ;[14 años];NULL;N;6.8
403755;PF;37   ;[14 años];NULL;S;13.5
403762;PJ;ND   ;[14 años];NULL;N;5.8
403787;PJ;ND   ;[14 años];NULL;N;9.4
403789;PF;37   ;[14 años];NULL;S;12.5
403814;PF;36   ;[14 años];NULL;N;12.0
403839;PF;35   ;[14 años];[10 años];S;11.8
403863;PF;49   ;[14 años];NULL;N;7.5
403869;PJ;ND   ;[14 años];NULL;N;8.0
403894;PF;36   ;[14 años];NULL;N;9.0
403906;PF;56   ;[14 años];NULL;S;12.5
403924;PJ;ND   ;[14 años];NULL;N;6.9
403958;PF;43   ;[14 años];NULL;S;10.5
403969;PJ;ND   ;[14 años];NULL;S;11.2
403977;PJ;ND   ;[14 años];[8 años];N;4.4
403980;PJ;ND   ;[14 años];NULL;N;6.0
404014;PF;>=64 ;[14 años];NULL;S;7.5
404018;PF;49   ;[13 años];NULL;N;11.5
404039;PF;>=64 ;[14 años];NULL;S;10.5
404051;PF;37   ;[14 años];NULL;S;13.0
404053;PF;48   ;[14 años];NULL;N;7.3
404072;PF;37   ;[14 años];NULL;S;12.0
404080;PJ;ND   ;[14 años];NULL;N;8.5
404084;PF;43   ;[14 años];NULL;S;13.2
404088;PF;35   ;[14 años];NULL;S;13.5
404126;PF;43   ;[14 años];NULL;N;7.0
404144;PJ;ND   ;[14 años];[8 años];N;10.5
404156;PF;36   ;[14 años];NULL;N;11.5
404160;PF;38   ;[14 años];NULL;S;11.0
404186;PJ;ND   ;[14 años];NULL;N;8.0
404211;PJ;ND   ;[14 años];NULL;S;6.5
404241;PJ;ND   ;[14 años];NULL;N;8.5
404263;PJ;ND   ;[14 años];NULL;N;6.5
404265;PF;39   ;[14 años];NULL;S;15.0
404278;PF;37   ;[14 años];[4 años];S;11.3
404316;PJ;ND   ;[14 años];NULL;S;9.0
404335;PJ;ND   ;[14 años];NULL;N;9.0
404345;PF;39   ;[14 años];NULL;N;9.0
404367;PF;36   ;[14 años];NULL;N;9.0
404394;PF;54   ;[14 años];NULL;S;11.0
404421;PF;38   ;[14 años];NULL;N;9.9
404426;SC;ND   ;[14 años];NULL;N;9.0
404428;PF;54   ;[14 años];NULL;S;8.5
404437;PF;57   ;[14 años];NULL;N;7.5
404441;PF;58   ;[14 años];NULL;S;9.0
404446;PF;41   ;[14 años];NULL;N;9.0
404464;PJ;ND   ;[14 años];NULL;S;11.8
404481;PF;33   ;[14 años];NULL;S;12.0
404496;PF;48   ;[14 años];NULL;N;8.0
404500;PF;40   ;[14 años];NULL;N;11.5
404501;PF;39   ;[14 años];NULL;N;11.0
404534;PF;42   ;[14 años];NULL;S;10.0
404538;PJ;ND   ;[14 años];NULL;N;6.5
404548;PF;37   ;[14 años];NULL;N;10.7
404564;PF;42   ;[14 años];NULL;S;10.0
404584;PF;47   ;[14 años];NULL;N;6.0
404674;PF;38   ;[14 años];NULL;N;10.5
404677;PF;36   ;[14 años];NULL;S;9.0
404679;PJ;ND   ;[14 años];NULL;N;11.5
404687;PF;33   ;[14 años];NULL;S;10.5
404702;PF;>=64 ;[14 años];NULL;N;10.5
404747;PJ;ND   ;[14 años];NULL;N;6.5
404759;PF;50   ;[14 años];NULL;N;8.0
404762;PF;37   ;[14 años];NULL;S;14.5
404834;PF;35   ;[14 años];NULL;S;12.5
404857;PF;38   ;[14 años];NULL;N;8.5
404888;PF;48   ;[14 años];NULL;N;7.0
404889;PJ;ND   ;[14 años];NULL;N;8.0
404902;PF;60   ;[14 años];NULL;S;14.5
404905;PF;<=25 ;[14 años];NULL;S;9.0
404907;PF;61   ;[14 años];NULL;N;10.0
404913;PF;40   ;[14 años];NULL;S;13.5
404914;PF;39   ;[14 años];NULL;N;10.0
404916;PF;36   ;[14 años];NULL;S;9.5
404945;PJ;ND   ;[14 años];NULL;N;6.5
405016;PF;60   ;[14 años];NULL;S;10.5
405019;PF;43   ;[14 años];NULL;N;7.0
405039;PF;48   ;[14 años];NULL;N;10.0
405071;PJ;ND   ;[14 años];NULL;N;5.5
405076;PJ;ND   ;[14 años];NULL;S;8.0
405078;PF;45   ;[14 años];NULL;N;7.0
405086;PF;42   ;[14 años];NULL;S;8.0
405087;PF;<=25 ;[14 años];NULL;S;10.5
405092;PJ;ND   ;[14 años];NULL;N;8.0
405096;PF;39   ;[14 años];NULL;S;9.0
405103;PF;59   ;[14 años];NULL;S;11.5
405147;PF;52   ;[14 años];NULL;S;7.5
405149;PF;53   ;[14 años];NULL;S;9.5
405197;PJ;ND   ;[14 años];NULL;S;11.0
405243;PF;52   ;[14 años];NULL;S;9.5
405261;PJ;ND   ;[14 años];NULL;N;6.5
405274;PJ;ND   ;[14 años];NULL;N;6.5
405278;PF;60   ;[14 años];NULL;N;9.0
405281;PJ;ND   ;[14 años];NULL;N;8.0
405297;PF;41   ;[14 años];NULL;S;9.0
405300;PJ;ND   ;[14 años];NULL;N;11.5
405348;PF;53   ;[14 años];NULL;S;11.0
405364;PJ;ND   ;[14 años];NULL;N;4.5
405367;PJ;ND   ;[14 años];NULL;N;6.7
405374;PJ;ND   ;[14 años];NULL;S;5.5
405382;PF;40   ;[14 años];NULL;S;10.0
