cliCod;FisJur;age;tasaeol;tasaius;debaut;score
341966;PF;>=64 ;[>15 años];NULL;S;10.0
342029;PF;50   ;[>15 años];NULL;N;9.0
342140;PJ;ND   ;[>15 años];NULL;N;8.5
342229;PF;55   ;[>15 años];NULL;N;11.0
342331;PJ;ND   ;[>15 años];NULL;N;5.5
342379;PF;54   ;[>15 años];NULL;S;9.0
342386;PF;>=64 ;[>15 años];NULL;S;8.0
342438;PF;>=64 ;[>15 años];NULL;N;7.5
342490;PF;59   ;[>15 años];NULL;N;7.0
342530;PF;61   ;[>15 años];NULL;N;10.0
342573;PF;49   ;[>15 años];NULL;N;7.5
342580;PF;56   ;[>15 años];NULL;N;9.7
342593;PF;>=64 ;[>15 años];NULL;N;9.5
342600;PF;>=64 ;[>15 años];NULL;N;9.5
342613;PF;49   ;[>15 años];NULL;N;7.5
342634;PF;45   ;[>15 años];NULL;N;7.3
342660;PF;61   ;[>15 años];NULL;S;8.0
342696;PF;53   ;[>15 años];NULL;N;9.0
342716;PF;48   ;[>15 años];NULL;S;10.0
342781;PF;49   ;[>15 años];NULL;S;10.5
342804;PF;>=64 ;[>15 años];NULL;N;7.5
342821;PF;45   ;[>15 años];NULL;S;7.8
342836;PF;57   ;[>15 años];NULL;S;8.5
342868;PF;>=64 ;[>15 años];NULL;N;9.0
342981;PF;56   ;[>15 años];NULL;N;8.5
342990;PF;53   ;[>15 años];NULL;N;7.0
342998;PF;45   ;[>15 años];NULL;N;9.5
343000;PF;<=25 ;[>15 años];[10 años];N;6.9
343003;PF;32   ;[3 años];NULL;S;15.0
343006;PF;<=25 ;[>15 años];NULL;S;8.0
343046;PF;>=64 ;[>15 años];NULL;S;9.5
343049;PF;47   ;[>15 años];NULL;N;7.3
343124;PF;50   ;[>15 años];NULL;S;14.0
343164;PF;50   ;[>15 años];NULL;N;8.0
343173;PF;60   ;[>15 años];NULL;N;11.5
343184;PF;47   ;[>15 años];NULL;N;7.0
343187;PF;>=64 ;[>15 años];NULL;S;7.7
343204;PJ;ND   ;[>15 años];NULL;N;6.8
343431;PF;55   ;[>15 años];NULL;N;10.0
343436;PF;56   ;[>15 años];NULL;N;8.5
343440;PJ;ND   ;[>15 años];NULL;N;8.0
343456;PF;49   ;[>15 años];NULL;S;13.3
343469;PF;45   ;[>15 años];NULL;N;9.0
343573;PJ;ND   ;[>15 años];NULL;N;6.0
343625;PJ;ND   ;[>15 años];NULL;N;8.3
343652;PF;49   ;[>15 años];NULL;S;10.5
343674;PF;48   ;[>15 años];NULL;S;8.8
343680;PJ;ND   ;[>15 años];NULL;N;5.0
343729;PF;57   ;[>15 años];NULL;N;12.5
343759;PF;58   ;[6 años];NULL;N;11.0
343954;PF;>=64 ;[>15 años];NULL;N;6.5
343987;PJ;ND   ;[>15 años];NULL;N;6.0
343989;PF;58   ;[>15 años];NULL;N;7.0
344017;PJ;ND   ;[>15 años];NULL;N;7.0
344079;PF;60   ;[>15 años];NULL;N;9.0
344106;PF;45   ;[>15 años];NULL;N;9.5
344113;PF;<=25 ;[>15 años];NULL;N;7.5
344115;PF;52   ;[>15 años];NULL;N;8.0
344127;PF;54   ;[>15 años];NULL;N;7.5
344209;PF;55   ;[>15 años];NULL;N;9.5
344221;PF;39   ;[>15 años];NULL;N;11.5
344231;PF;48   ;[>15 años];NULL;S;10.0
344344;PJ;ND   ;[>15 años];NULL;S;6.5
344368;PJ;ND   ;[>15 años];NULL;N;8.0
344371;PF;50   ;[>15 años];NULL;N;9.8
344379;PJ;ND   ;[>15 años];NULL;N;6.5
344403;PF;48   ;[>15 años];NULL;N;7.8
344419;PJ;ND   ;[>15 años];NULL;N;10.5
344488;PF;59   ;[>15 años];NULL;N;8.0
344506;PJ;ND   ;[>15 años];[10 años];N;6.7
344565;PF;49   ;[15 años];NULL;N;7.5
344580;PF;53   ;[>15 años];NULL;N;10.0
344613;PJ;ND   ;[>15 años];NULL;N;9.0
344700;PF;54   ;[>15 años];NULL;N;11.0
344705;PF;56   ;[>15 años];NULL;N;8.0
344723;PF;49   ;[>15 años];NULL;N;9.0
344729;PF;56   ;[>15 años];NULL;N;10.0
344731;PF;56   ;[>15 años];NULL;N;12.7
344754;PJ;ND   ;[>15 años];NULL;NULL;5.0
344984;PF;53   ;[>15 años];NULL;S;18.2
345045;PF;47   ;[>15 años];NULL;N;7.0
345053;PF;>=64 ;[>15 años];NULL;N;7.0
345083;PF;50   ;[>15 años];NULL;N;9.8
345095;PF;50   ;[>15 años];NULL;N;6.9
345101;PF;54   ;[>15 años];NULL;S;11.0
345183;PF;53   ;[>15 años];NULL;N;9.8
345219;PF;>=64 ;[>15 años];NULL;S;10.5
345249;PF;>=64 ;[>15 años];NULL;S;10.5
345286;PJ;ND   ;[>15 años];NULL;N;6.9
345329;PF;52   ;[>15 años];NULL;N;9.0
345347;PF;>=64 ;[>15 años];NULL;S;10.0
345369;PF;>=64 ;[>15 años];NULL;S;11.0
345376;PF;44   ;[>15 años];NULL;N;11.5
345424;PF;57   ;[>15 años];NULL;S;10.5
345440;PJ;ND   ;[>15 años];NULL;N;6.5
345482;PF;44   ;[>15 años];NULL;S;8.0
345505;PF;59   ;[>15 años];NULL;N;8.5
345516;PF;52   ;[>15 años];NULL;S;10.5
345572;PJ;ND   ;[>15 años];NULL;S;9.0
345587;PF;32   ;[>15 años];NULL;N;10.0
345657;PJ;ND   ;[>15 años];NULL;N;6.5
345671;PF;58   ;[>15 años];NULL;S;11.0
345729;PF;47   ;[>15 años];NULL;S;8.0
345813;PJ;ND   ;[>15 años];NULL;N;8.0
345826;PF;58   ;[>15 años];NULL;N;7.5
345856;PJ;ND   ;[15 años];NULL;N;10.5
345858;PF;55   ;[>15 años];NULL;N;7.5
345890;PJ;ND   ;[>15 años];NULL;N;7.5
345973;PF;<=25 ;[>15 años];NULL;N;7.8
345977;PF;60   ;[>15 años];NULL;S;10.5
345987;PJ;ND   ;[>15 años];NULL;N;8.5
346006;PJ;ND   ;[>15 años];NULL;N;8.5
346011;PF;58   ;[>15 años];NULL;S;10.8
346091;PF;>=64 ;[>15 años];NULL;N;9.0
346110;PF;57   ;[>15 años];NULL;N;10.8
346135;PF;56   ;[>15 años];NULL;N;8.0
346219;PF;>=64 ;[>15 años];NULL;S;14.0
346295;PF;57   ;[>15 años];NULL;S;10.8
346313;PF;>=64 ;[>15 años];NULL;N;11.5
346320;PF;<=25 ;[>15 años];NULL;N;11.5
346419;PF;56   ;[>15 años];NULL;S;13.0
346483;PF;54   ;[>15 años];NULL;S;13.0
346494;PF;33   ;[>15 años];NULL;N;9.8
346519;PF;42   ;[14 años];NULL;N;10.3
346612;PF;>=64 ;[>15 años];NULL;N;9.5
346658;PJ;ND   ;[>15 años];NULL;N;5.5
346661;PJ;ND   ;[>15 años];NULL;N;10.5
346662;PJ;ND   ;[>15 años];NULL;N;10.5
346678;PF;49   ;[>15 años];NULL;S;10.0
346735;PF;57   ;[>15 años];NULL;N;8.0
346739;PF;47   ;[>15 años];NULL;N;11.5
346752;PF;48   ;[>15 años];NULL;N;7.0
346771;PJ;ND   ;[>15 años];NULL;N;10.5
346774;PF;50   ;[>15 años];NULL;N;9.8
346781;PF;52   ;[>15 años];NULL;N;9.5
346878;PF;>=64 ;[>15 años];NULL;N;6.5
346895;PJ;ND   ;[>15 años];NULL;N;6.5
346933;PF;58   ;[>15 años];NULL;N;14.0
346944;PJ;ND   ;[>15 años];NULL;N;8.0
347047;PJ;ND   ;[>15 años];NULL;N;7.3
347048;PF;60   ;[>15 años];NULL;N;9.0
347079;PF;49   ;[>15 años];NULL;N;7.3
347092;PJ;ND   ;[13 años];NULL;N;6.0
347098;PF;60   ;[>15 años];NULL;N;8.0
347157;PF;48   ;[>15 años];NULL;S;7.0
347199;PF;60   ;[>15 años];NULL;S;9.0
347206;PF;>=64 ;[>15 años];NULL;S;9.0
347231;PF;45   ;[>15 años];NULL;N;9.0
347240;PF;49   ;[>15 años];NULL;N;8.5
347242;PJ;ND   ;[>15 años];NULL;N;6.3
347269;PJ;ND   ;[>15 años];NULL;N;8.0
347353;PF;<=25 ;[>15 años];NULL;N;7.7
347373;PF;53   ;[>15 años];NULL;N;9.5
347389;PF;50   ;[>15 años];[8 años];S;16.3
347392;PF;60   ;[>15 años];NULL;N;10.5
347498;PJ;ND   ;[>15 años];NULL;N;6.0
347532;PF;49   ;[1 año];NULL;S;6.5
347558;PJ;ND   ;[>15 años];NULL;N;3.3
347588;PF;57   ;[>15 años];NULL;N;13.0
347667;PF;49   ;[>15 años];NULL;N;9.5
347686;PF;61   ;[>15 años];NULL;S;10.0
347701;PF;61   ;[>15 años];NULL;N;10.0
347706;PF;>=64 ;[>15 años];NULL;S;7.0
347709;PF;59   ;[>15 años];NULL;N;12.5
347741;PF;48   ;[>15 años];NULL;N;7.0
347800;PF;>=64 ;[>15 años];NULL;N;6.0
347828;PF;56   ;[>15 años];NULL;N;8.0
347841;PF;49   ;[>15 años];NULL;N;8.5
347900;PF;>=64 ;[>15 años];NULL;N;10.0
347902;PF;57   ;[>15 años];NULL;N;8.0
347945;PF;>=64 ;[>15 años];NULL;N;9.0
347963;PJ;ND   ;[>15 años];NULL;N;8.0
348001;PF;53   ;[>15 años];NULL;N;8.2
348025;PF;41   ;[>15 años];NULL;N;9.0
348182;PF;>=64 ;[>15 años];NULL;N;11.5
348188;PF;50   ;[>15 años];NULL;S;8.0
348190;PF;54   ;[>15 años];NULL;N;8.5
348241;PF;53   ;[>15 años];NULL;N;7.0
348326;PF;49   ;[>15 años];NULL;S;13.0
348330;PF;>=64 ;[>15 años];NULL;N;11.5
348337;SC;ND   ;[>15 años];NULL;N;6.0
348385;PJ;ND   ;[>15 años];NULL;N;8.0
348413;PF;>=64 ;[>15 años];NULL;N;7.5
348486;PJ;ND   ;[>15 años];NULL;N;8.3
348497;PF;54   ;[>15 años];NULL;N;7.3
348500;PF;48   ;[>15 años];NULL;N;8.5
348530;PJ;ND   ;[>15 años];NULL;N;8.3
348643;PF;54   ;[>15 años];NULL;S;9.0
348671;PF;>=64 ;[>15 años];NULL;N;6.8
348674;PF;45   ;[>15 años];NULL;N;9.7
348690;PF;45   ;[15 años];NULL;S;8.5
348700;PF;58   ;[>15 años];NULL;N;8.5
348757;PF;47   ;[>15 años];NULL;N;9.0
348791;PJ;ND   ;[>15 años];NULL;N;10.5
348865;PF;48   ;[>15 años];NULL;N;7.5
348872;PF;54   ;[>15 años];NULL;N;8.0
348903;PJ;ND   ;[>15 años];NULL;N;6.5
348943;PF;38   ;[>15 años];NULL;N;10.0
348954;PF;50   ;[13 años];NULL;S;8.5
348979;PJ;ND   ;[2 años];NULL;N;10.0
348983;PJ;ND   ;[>15 años];NULL;N;8.5
348996;PJ;ND   ;[>15 años];NULL;N;9.3
349021;PF;>=64 ;[>15 años];NULL;N;9.5
349161;PF;53   ;[>15 años];NULL;S;14.7
349181;PF;47   ;[>15 años];NULL;S;9.8
349223;PF;45   ;[>15 años];NULL;N;11.5
349239;PJ;ND   ;[>15 años];NULL;N;10.5
349247;PF;49   ;[>15 años];NULL;N;11.5
349295;PF;55   ;[>15 años];NULL;S;10.5
349297;PJ;ND   ;[>15 años];NULL;N;7.0
349301;PF;>=64 ;[>15 años];NULL;N;8.5
349342;PF;29   ;[>15 años];NULL;S;9.5
349343;PJ;ND   ;[>15 años];NULL;N;6.9
349400;PF;47   ;[>15 años];NULL;S;11.5
349424;PJ;ND   ;[>15 años];NULL;N;8.5
349546;PJ;ND   ;[>15 años];NULL;N;7.0
349551;PJ;ND   ;[>15 años];NULL;N;8.0
349552;PJ;ND   ;[>15 años];NULL;N;9.5
349595;PJ;ND   ;[>15 años];NULL;N;9.0
349686;PJ;ND   ;[14 años];NULL;N;6.5
349737;PF;56   ;[>15 años];NULL;S;11.0
349806;PJ;ND   ;[>15 años];NULL;N;5.5
349840;PJ;ND   ;[>15 años];NULL;N;6.0
349894;PF;48   ;[>15 años];NULL;N;9.0
349956;PF;49   ;[>15 años];NULL;S;8.5
349991;PJ;ND   ;[>15 años];NULL;N;8.5
350016;PF;>=64 ;[15 años];NULL;S;9.0
350028;PF;48   ;[>15 años];NULL;S;13.0
350081;PF;53   ;[>15 años];NULL;S;11.5
350109;PF;49   ;[>15 años];NULL;N;9.5
350195;PF;48   ;[>15 años];NULL;S;8.0
350229;PF;50   ;[>15 años];NULL;S;10.5
350252;PJ;ND   ;[>15 años];NULL;N;10.0
350288;PF;33   ;[>15 años];NULL;S;10.8
350303;PJ;ND   ;[>15 años];NULL;N;7.5
350320;PJ;ND   ;[>15 años];NULL;N;6.5
350380;PF;47   ;[>15 años];NULL;N;9.5
350383;PF;55   ;[>15 años];NULL;N;10.3
350384;PJ;ND   ;[>15 años];NULL;N;8.0
350437;PF;56   ;[>15 años];NULL;N;10.3
350440;PJ;ND   ;[>15 años];NULL;N;6.0
350452;PF;53   ;[>15 años];NULL;S;11.0
350490;PF;35   ;[>15 años];NULL;N;12.0
350510;PJ;ND   ;[>15 años];NULL;N;8.0
350542;PJ;ND   ;[14 años];NULL;N;6.0
350577;PJ;ND   ;[>15 años];NULL;N;5.0
350624;PF;60   ;[>15 años];NULL;S;10.5
350658;PF;56   ;NULL;NULL;NULL;8.0
350755;PF;<=25 ;[>15 años];NULL;N;9.5
350760;PF;49   ;[>15 años];NULL;N;8.0
350828;PJ;ND   ;[>15 años];NULL;N;11.5
350869;PF;48   ;[>15 años];NULL;N;10.5
350884;PF;50   ;[>15 años];NULL;N;7.8
350890;PJ;ND   ;[>15 años];NULL;N;7.5
350898;PF;44   ;[>15 años];NULL;N;9.0
350899;PF;47   ;[>15 años];NULL;N;6.0
350930;PF;<=25 ;[>15 años];NULL;N;9.0
351118;PF;>=64 ;[>15 años];NULL;S;9.0
351162;PF;56   ;[>15 años];NULL;N;10.5
351293;PF;60   ;[>15 años];NULL;N;7.0
351298;PF;>=64 ;[>15 años];NULL;N;12.5
351327;PF;56   ;[>15 años];NULL;N;10.0
351349;PF;49   ;[>15 años];NULL;N;6.8
351451;PF;>=64 ;[>15 años];NULL;N;9.5
351483;PJ;ND   ;[>15 años];NULL;N;8.0
351524;PF;>=64 ;[>15 años];NULL;S;9.5
351574;PF;49   ;[>15 años];NULL;N;9.0
351586;PJ;ND   ;[>15 años];NULL;N;7.5
351690;PJ;ND   ;[>15 años];NULL;N;10.5
351751;PF;58   ;[>15 años];NULL;S;13.5
351788;PF;49   ;[>15 años];NULL;N;7.0
351817;PF;<=25 ;[>15 años];NULL;N;7.0
351837;PF;48   ;[>15 años];NULL;N;7.5
351843;PF;57   ;[>15 años];NULL;N;8.0
351860;PF;48   ;[>15 años];NULL;S;8.0
351862;PF;31   ;[>15 años];NULL;S;12.8
351896;PF;>=64 ;[>15 años];NULL;N;7.0
351910;PF;59   ;[>15 años];NULL;N;8.5
351946;PF;48   ;[>15 años];NULL;N;9.5
351976;PF;33   ;[>15 años];NULL;N;9.5
352032;PF;56   ;[>15 años];NULL;N;8.5
352034;PF;60   ;[>15 años];NULL;N;8.5
352060;PF;61   ;[>15 años];NULL;N;8.0
352105;PF;57   ;[>15 años];NULL;N;10.5
352141;PF;47   ;[>15 años];NULL;N;11.0
352214;PJ;ND   ;[>15 años];NULL;N;8.5
352259;PJ;ND   ;NULL;NULL;NULL;8.5
352278;PF;>=64 ;[>15 años];NULL;S;10.0
352312;PF;54   ;[>15 años];NULL;N;10.3
352320;PJ;ND   ;[>15 años];NULL;N;8.0
352321;PJ;ND   ;[>15 años];NULL;N;7.5
352354;PF;49   ;[>15 años];NULL;N;7.7
352410;PJ;ND   ;[>15 años];NULL;N;5.8
352512;PF;52   ;[>15 años];NULL;N;10.0
352517;PF;38   ;[>15 años];NULL;N;11.0
352524;PJ;ND   ;[>15 años];NULL;N;6.6
352737;PF;49   ;[>15 años];NULL;S;11.0
352764;PF;54   ;NULL;[10 años];N;10.0
352774;PF;45   ;[>15 años];NULL;N;8.5
352950;PJ;ND   ;[>15 años];NULL;N;7.8
352958;PF;>=64 ;NULL;NULL;NULL;9.0
353060;PF;45   ;[>15 años];NULL;N;9.3
353080;PJ;ND   ;[>15 años];NULL;N;6.0
353092;PF;>=64 ;[>15 años];NULL;N;9.0
353105;PJ;ND   ;[>15 años];NULL;N;6.0
353121;PJ;ND   ;[>15 años];NULL;N;6.5
353187;PF;>=64 ;[>15 años];NULL;N;6.5
353191;PJ;ND   ;[>15 años];NULL;N;6.8
353230;PF;>=64 ;[>15 años];NULL;N;9.3
353269;PJ;ND   ;[>15 años];NULL;N;9.3
353272;PF;56   ;[>15 años];NULL;N;7.5
353279;PJ;ND   ;[>15 años];NULL;N;6.0
353321;PJ;ND   ;[>15 años];NULL;N;10.5
353344;PF;38   ;[>15 años];NULL;N;10.5
353406;PJ;ND   ;[>15 años];NULL;N;9.5
353415;PJ;ND   ;[>15 años];NULL;N;6.6
353442;PJ;ND   ;[>15 años];NULL;N;9.0
353485;PF;49   ;[>15 años];NULL;N;11.0
353488;PJ;ND   ;[>15 años];NULL;N;5.5
353514;PF;48   ;[>15 años];NULL;N;7.5
353518;PF;>=64 ;[>15 años];NULL;S;10.0
353531;PF;54   ;[>15 años];NULL;N;9.5
353647;PF;49   ;[>15 años];NULL;S;13.3
353718;PF;49   ;[>15 años];NULL;S;8.5
353785;PF;47   ;[>15 años];NULL;S;9.0
353836;PF;50   ;[>15 años];NULL;S;10.0
353842;PF;57   ;[>15 años];NULL;N;10.0
353868;PJ;ND   ;[>15 años];NULL;N;6.0
353869;PJ;ND   ;[>15 años];NULL;N;8.0
353873;PF;57   ;[>15 años];NULL;N;10.0
353883;PJ;ND   ;[>15 años];NULL;N;6.0
353888;PF;>=64 ;[>15 años];NULL;S;7.5
353929;PF;58   ;[>15 años];NULL;S;10.0
353965;PF;60   ;[>15 años];NULL;N;10.8
354055;PF;49   ;[>15 años];NULL;N;10.0
354062;PJ;ND   ;[>15 años];NULL;N;7.8
354076;PF;48   ;[>15 años];NULL;N;7.3
354107;PF;49   ;[>15 años];NULL;S;10.5
354118;PF;>=64 ;[>15 años];NULL;N;8.5
354159;PF;58   ;[>15 años];NULL;S;9.5
354201;PF;49   ;[11 años];NULL;N;9.0
354236;PF;47   ;[>15 años];NULL;N;6.5
354301;PF;58   ;[>15 años];NULL;S;12.0
354307;PJ;ND   ;[>15 años];NULL;N;6.5
354376;PF;60   ;[>15 años];NULL;N;10.5
354383;PJ;ND   ;[>15 años];NULL;N;7.0
354390;PJ;ND   ;[>15 años];NULL;N;8.0
354476;PJ;ND   ;[>15 años];NULL;N;6.0
354528;PF;50   ;[>15 años];NULL;N;7.8
354546;PF;47   ;[>15 años];NULL;N;10.5
354549;PF;48   ;[>15 años];NULL;N;7.0
354554;PF;>=64 ;[>15 años];NULL;N;9.0
354637;PF;>=64 ;[>15 años];NULL;N;9.5
354683;PF;60   ;[>15 años];NULL;S;13.5
354742;PJ;ND   ;[11 años];NULL;S;9.0
354805;PF;>=64 ;[>15 años];NULL;N;7.5
354824;ND;ND   ;[>15 años];NULL;S;11.0
354844;PF;56   ;[>15 años];NULL;S;9.5
355001;PF;>=64 ;[>15 años];NULL;N;10.5
355002;PF;49   ;[>15 años];NULL;S;8.0
355010;PF;54   ;[>15 años];NULL;N;10.0
355075;PJ;ND   ;[>15 años];NULL;N;5.5
355203;PJ;ND   ;[>15 años];NULL;N;10.5
355293;PF;>=64 ;[>15 años];NULL;S;11.3
355296;PF;59   ;[>15 años];NULL;N;9.0
355303;PJ;ND   ;[>15 años];NULL;N;6.5
355310;PF;>=64 ;[>15 años];NULL;S;12.5
355314;PJ;ND   ;[>15 años];NULL;N;8.3
355353;PJ;ND   ;[>15 años];NULL;N;10.5
355394;PF;<=25 ;[>15 años];NULL;S;9.8
355427;PJ;ND   ;[>15 años];NULL;N;5.5
355466;PF;57   ;[>15 años];NULL;S;8.0
355531;PJ;ND   ;[>15 años];NULL;N;5.0
355547;PF;33   ;[>15 años];NULL;S;10.0
355562;PJ;ND   ;[>15 años];NULL;N;6.5
355697;PF;>=64 ;[>15 años];NULL;N;9.0
355732;PF;57   ;[>15 años];NULL;N;8.8
355769;PJ;ND   ;[>15 años];NULL;N;6.5
355814;PJ;ND   ;[>15 años];NULL;N;5.0
355891;PF;>=64 ;[>15 años];NULL;N;7.0
355942;PF;49   ;[>15 años];NULL;N;9.0
355988;PJ;ND   ;[>15 años];NULL;N;6.8
356025;PF;61   ;[>15 años];NULL;N;11.8
356081;PF;56   ;[>15 años];NULL;S;15.9
356105;PF;>=64 ;[>15 años];NULL;N;8.5
356114;PF;<=25 ;[>15 años];NULL;N;7.0
356150;PJ;ND   ;[>15 años];NULL;N;10.5
356184;PF;54   ;[>15 años];NULL;N;12.0
356214;PF;60   ;[>15 años];NULL;N;10.0
356306;PJ;ND   ;[>15 años];NULL;N;8.5
356330;PJ;ND   ;[>15 años];NULL;N;6.5
356404;PJ;ND   ;[No Per. Consec.];NULL;N;5.5
356473;PF;49   ;[>15 años];NULL;N;9.5
356493;PJ;ND   ;[>15 años];NULL;N;8.5
356629;PF;48   ;[>15 años];NULL;N;9.5
356759;PF;>=64 ;[>15 años];NULL;N;9.0
356842;PJ;ND   ;[>15 años];NULL;N;6.0
356950;PF;>=64 ;[>15 años];NULL;N;9.5
356992;PF;52   ;[>15 años];NULL;N;10.0
357028;PF;55   ;[11 años];NULL;N;11.5
357037;PF;>=64 ;[>15 años];NULL;N;10.5
357045;PF;>=64 ;[>15 años];NULL;N;7.5
357046;PF;59   ;[>15 años];NULL;N;8.0
357066;PF;52   ;[>15 años];NULL;N;9.5
357086;PJ;ND   ;[>15 años];NULL;N;6.5
357119;PF;45   ;[>15 años];NULL;S;12.0
357169;PJ;ND   ;[>15 años];NULL;N;6.7
357185;PF;49   ;[>15 años];NULL;S;8.5
357259;PF;56   ;[>15 años];NULL;N;10.0
357320;PF;50   ;[>15 años];NULL;N;9.0
357378;PF;>=64 ;[>15 años];NULL;N;7.0
357421;PF;56   ;[>15 años];NULL;N;8.0
357423;PF;40   ;[>15 años];NULL;N;9.5
357444;PF;54   ;[>15 años];NULL;S;12.5
357454;PJ;ND   ;[>15 años];NULL;N;10.0
357513;PF;56   ;[>15 años];NULL;S;10.8
357632;PF;55   ;[>15 años];NULL;N;9.0
357651;PF;45   ;[>15 años];NULL;N;9.0
357663;PF;56   ;[13 años];NULL;S;12.5
357677;PF;60   ;[>15 años];NULL;S;10.0
357688;PF;>=64 ;[>15 años];NULL;S;14.6
357744;PF;49   ;[>15 años];NULL;N;8.0
357748;PF;>=64 ;[>15 años];NULL;N;9.0
357771;PJ;ND   ;[>15 años];NULL;N;6.8
357804;PF;44   ;[>15 años];NULL;S;10.0
357842;PF;>=64 ;[>15 años];NULL;N;11.5
357874;PF;49   ;[>15 años];NULL;S;14.5
357879;PJ;ND   ;[>15 años];NULL;S;6.5
357890;PJ;ND   ;[>15 años];NULL;N;6.5
357896;PJ;ND   ;[>15 años];NULL;N;7.0
357975;PJ;ND   ;[>15 años];NULL;N;8.0
358048;PF;>=64 ;[>15 años];NULL;N;10.0
358103;PF;53   ;[14 años];NULL;S;8.0
358115;PF;49   ;[>15 años];NULL;N;6.3
358206;PJ;ND   ;[>15 años];NULL;N;7.0
358241;PJ;ND   ;[>15 años];NULL;N;5.0
358345;PF;>=64 ;[>15 años];NULL;S;9.5
358413;PJ;ND   ;[>15 años];NULL;N;6.0
358449;PF;48   ;[>15 años];NULL;S;7.5
358475;PJ;ND   ;[>15 años];NULL;N;8.5
358506;PF;>=64 ;[>15 años];NULL;N;9.0
358534;PJ;ND   ;[>15 años];NULL;N;5.5
358631;PJ;ND   ;[>15 años];NULL;N;8.5
358662;PJ;ND   ;[>15 años];NULL;N;6.8
358670;PF;>=64 ;[>15 años];NULL;N;9.0
358705;PF;55   ;[>15 años];NULL;N;9.5
358710;PF;43   ;[>15 años];NULL;S;9.0
358731;PJ;ND   ;[>15 años];NULL;N;9.5
358758;PF;>=64 ;[>15 años];NULL;N;9.7
358844;PF;49   ;[>15 años];NULL;S;10.5
358853;PF;54   ;[>15 años];NULL;S;11.0
358905;PF;>=64 ;[>15 años];NULL;N;9.0
358932;PF;58   ;[>15 años];NULL;N;8.8
358956;PF;47   ;[>15 años];NULL;N;10.5
358966;PF;55   ;[>15 años];NULL;S;10.5
358973;PJ;ND   ;[>15 años];NULL;N;5.5
359032;PJ;ND   ;[>15 años];[10 años];S;8.3
359091;PF;>=64 ;[>15 años];NULL;N;9.5
359094;PJ;ND   ;[>15 años];NULL;N;7.5
359137;PJ;ND   ;[>15 años];NULL;N;8.5
359171;PJ;ND   ;[>15 años];NULL;N;9.0
359211;PJ;ND   ;[>15 años];NULL;N;8.5
359302;PJ;ND   ;[>15 años];NULL;N;8.5
359307;PJ;ND   ;[>15 años];NULL;N;8.5
359348;PJ;ND   ;[>15 años];NULL;N;8.5
359351;PJ;ND   ;[>15 años];NULL;N;8.0
359361;PJ;ND   ;[>15 años];NULL;N;10.2
359421;PF;>=64 ;[>15 años];NULL;S;14.0
359473;PF;48   ;[>15 años];NULL;N;7.5
359482;PJ;ND   ;[>15 años];NULL;N;10.0
359492;PF;60   ;[>15 años];NULL;N;8.9
359511;PF;>=64 ;[>15 años];NULL;N;9.5
359532;PJ;ND   ;[>15 años];NULL;N;13.5
359542;PJ;ND   ;[>15 años];NULL;N;7.5
359561;PF;60   ;[>15 años];NULL;S;12.5
359577;PF;49   ;[>15 años];NULL;N;7.9
359592;PF;>=64 ;[>15 años];NULL;S;8.5
359599;PF;30   ;[>15 años];NULL;N;10.0
359813;PF;60   ;[>15 años];NULL;N;10.0
359823;PF;57   ;[>15 años];NULL;N;8.0
359846;PJ;ND   ;[>15 años];NULL;N;5.0
359847;PF;>=64 ;[>15 años];NULL;N;7.5
359875;PF;33   ;[>15 años];NULL;N;10.5
359883;PF;<=25 ;[>15 años];NULL;N;10.8
359933;PF;>=64 ;[>15 años];NULL;N;7.0
359934;PF;>=64 ;[>15 años];NULL;N;7.3
359935;PF;>=64 ;[>15 años];NULL;N;6.5
359950;PF;>=64 ;[>15 años];NULL;N;11.3
359968;PF;>=64 ;[>15 años];NULL;N;9.5
359990;PF;44   ;[>15 años];NULL;N;10.0
360040;PF;>=64 ;[>15 años];NULL;S;10.0
360089;PJ;ND   ;[>15 años];NULL;N;12.8
360112;PF;54   ;[>15 años];NULL;S;11.0
360115;PF;45   ;[>15 años];NULL;N;9.5
360137;PF;61   ;[>15 años];NULL;N;8.0
360150;PF;45   ;[>15 años];NULL;N;7.5
360163;PF;>=64 ;[>15 años];NULL;N;6.5
360190;PF;44   ;[>15 años];NULL;N;9.5
360207;PF;45   ;[>15 años];NULL;N;9.0
360288;PF;52   ;[>15 años];NULL;N;7.3
360319;PF;53   ;[>15 años];NULL;NULL;10.5
360403;PF;60   ;[>15 años];NULL;S;12.0
360413;PJ;ND   ;[>15 años];NULL;S;7.0
360446;PJ;ND   ;[>15 años];NULL;N;8.0
360448;PJ;ND   ;[>15 años];NULL;N;10.5
360569;PF;53   ;[>15 años];NULL;N;7.5
360629;PJ;ND   ;[>15 años];NULL;N;8.5
360650;PF;>=64 ;[>15 años];NULL;N;9.8
360670;PF;>=64 ;[>15 años];NULL;N;7.8
360691;PJ;ND   ;[>15 años];NULL;N;10.5
360785;PF;58   ;[>15 años];NULL;S;11.0
360787;PF;45   ;[>15 años];NULL;N;8.0
360815;PF;61   ;[>15 años];NULL;S;12.5
360847;PF;<=25 ;[>15 años];NULL;S;11.5
360875;PF;58   ;[>15 años];NULL;N;10.3
360893;PF;47   ;[13 años];NULL;S;8.0
360922;PJ;ND   ;[>15 años];NULL;N;6.8
360934;PJ;ND   ;[>15 años];NULL;N;6.8
